,id,name,slug,powerstats_intelligence,powerstats_strength,powerstats_speed,powerstats_durability,powerstats_power,powerstats_combat,appearance_gender,appearance_race,appearance_height,appearance_weight,appearance_eyeColor,appearance_hairColor,biography_fullName,biography_alterEgos,biography_aliases,biography_placeOfBirth,biography_firstAppearance,biography_publisher,biography_alignment,work_occupation,work_base,connections_groupAffiliation,connections_relatives,images_xs,images_sm,images_md,images_lg
91,126,Blue Beetle III,126-blue-beetle-iii,50,34,58,80,100,30,Male,Human,"['-', '0 cm']","['- lb', '0 kg']",Brown,Black,Jaime Reyes,No alter egos found.,['Scooter'],Presumed to be El Paso,Infinite Crisis #3 (2006),DC Comics,good,Student,"El Paso, Texas","Justice League International,Posse; Teen Titans","Alberto Reyes (father); Bianca Reyes (mother); Milagro Reyes (younger sister); Alejandro Reyes (grandfather, deceased); Elena Leal (maternal grandmother)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/126-blue-beetle-iii.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/126-blue-beetle-iii.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/126-blue-beetle-iii.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/126-blue-beetle-iii.jpg
92,127,Boba Fett,127-boba-fett,63,10,38,36,68,70,Male,Human / Clone,"[""6'0"", '183 cm']","['- lb', '0 kg']",Brown,Black,,No alter egos found.,"['Teff', 'Sava Brek Madak', 'Jaster Mereel', 'Mandalore', ""Mand'alor""]",Kamino,-,George Lucas,bad,Bounty Hunter,-,-,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/127-boba-fett.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/127-boba-fett.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/127-boba-fett.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/127-boba-fett.jpg
93,130,Boom-Boom,130-boom-boom,38,10,12,42,57,64,Female,Mutant,"[""5'5"", '165 cm']","['122 lb', '55 kg']",Blue,Blond,Tabitha Smith,Meltdown,"['Time Bomb', 'Boomer', 'Meltdown', 'Tabby', 'Firecracker', 'Mutate #35', 'Nancy Forrester']",-,Secret Wars II #5,Meltdown,good,"Adventurer, former student, thief",-,"Formerly Utopians, X-Men (New Charles Xavier School member), X-Force, X-Men, Nextwave, The Underground, Genoshan Mutates, New Mutants, X-Terminators (founding member), X-Factor (trainee), Fallen Angels, Beyonder (associate)",-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/130-boom-boom.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/130-boom-boom.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/130-boom-boom.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/130-boom-boom.jpg
94,135,Box IV,135-box-iv,50,75,23,28,11,56,-,,"['-', '0 cm']","['- lb', '0 kg']",Brown,Brown / Black,Madison Jeffries,Gemini V,"['Gemini', 'Jack-In-The-Box']",Place of birth unknown,Alpha Flight #16,Gemini V,good,"Inventor, former soldier",Base of operations unknown,"Alpha Flight, Gamma Flight, Zodiac, Team_Weapon_X","Scramble (Lionel Jeffries, brother, deceased), Diamond Lil (wife)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/135-box-iv.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/135-box-iv.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/135-box-iv.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/135-box-iv.jpg
95,136,Brainiac,136-brainiac,100,95,63,90,60,75,Male,Android,"[""6'6"", '198 cm']","['300 lb', '135 kg']",Green,No Hair,Vril Dox,No alter egos found.,['Milton Fine'],-,Action Comics #242 (July 1958),DC Comics,bad,-,-,Lex Luthor,"Vril Dox II (son), Brainiac 5 (descendant)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/136-brainiac.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/136-brainiac.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/136-brainiac.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/136-brainiac.jpg
96,137,Brainiac 5,137-brainiac-5,100,10,23,28,60,32,Male,,"[""5'7"", '170 cm']","['135 lb', '61 kg']",Green,Blond,Querl Dox,No alter egos found.,['-'],-,"Brainiac 5's primary invention is his personal force-shield generator. Brainiac 5 re-discovered the technical process behind original Brainiac's force-shield belt, which is capable of generating a virtually impervious field of protection. The belt must be",DC Comics,good,-,-,Legion of Super-Heroes,"Unnamed mother, Brainiac (ancestor)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/137-brainiac-5.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/137-brainiac-5.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/137-brainiac-5.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/137-brainiac-5.jpg
97,139,Brundlefly,139-brundlefly,69,32,25,40,27,15,Male,Mutant,"[""6'4"", '193 cm']","['- lb', '0 kg']",-,-,Seth Brundle,No alter egos found.,['The Fly'],-,The Fly (1986),,-,Scientist,-,-,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/139-brundlefly.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/139-brundlefly.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/139-brundlefly.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/139-brundlefly.jpg
98,140,Buffy,140-buffy,63,28,42,70,48,60,Female,Human,"[""5'2"", '157 cm']","['115 lb', '52 kg']",Green,Blond,Buffy Anne Summers,No alter egos found.,"['Anne', 'The Chosen One', 'The Vampire Slayer', 'The Slayer', 'Buff', 'B', 'The Buffster', 'Belinda', 'Joan']",-,Dark Horse Presents 1998 Annual,Dark Horse Comics,good,Slayer ; (formerly) Waitress ; DoubleMeat Palace employee ; Sunnydale High Counselor,-,"Slayer Army, Scooby Gang, (formerly) The Initiative, Watchers Council","Joyce Summers (mother, deceased) ; Hank Summers (father) ; Dawn Summers (sister) ; Celia (cousin, deceased) ; Arlene (aunt)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/140-buffy.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/140-buffy.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/140-buffy.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/140-buffy.jpg
99,141,Bullseye,141-bullseye,50,11,25,70,20,70,Male,Human,"[""6'0"", '183 cm']","['200 lb', '90 kg']",blue,blond,Lester,No alter egos found.,"['Benjamin Poindexter', 'Daredevil', 'Punisher', 'Bullseye', 'Hawkeye', 'pitcher']",-,"Daredevil #131 (March, 1976)",Marvel Comics,bad,"Assassin, professional criminal, former mercenary",Formerly Avengers Tower; Thunderbolts Mountain,"Formerly Dark Avengers, Thunderbolts, employee of Kingpin, Purple Man, Eric Slaughter, Mysterio; formerly US Army",Kingmaker (father),https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/141-bullseye.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/141-bullseye.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/141-bullseye.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/141-bullseye.jpg
100,142,Bumblebee,142-bumblebee,63,28,25,10,47,35,Female,Human,"[""5'7"", '170 cm']","['130 lb', '59 kg']",Brown,Black,Karen Beecher,No alter egos found.,['-'],-,Teen Titans #45,DC Comics,good,-,"San Francisco, California","Doom Patrol, S.T.A.R. Labs, Formerly Teen Titans",Mal Duncan (husband),https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/142-bumblebee.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/142-bumblebee.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/142-bumblebee.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/142-bumblebee.jpg
101,144,Bushido,144-bushido,38,10,8,10,19,70,Male,Human,"['-', '0 cm']","['- lb', '0 kg']",-,-,Ryuko Orsono,No alter egos found.,['-'],-,Titans: Secret Files & Origins #2,DC Comics,good,-,-,Teen Titans,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/144-bushido.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/144-bushido.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/144-bushido.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/144-bushido.jpg
102,145,Cable,145-cable,88,48,23,56,100,80,Male,Mutant,"[""6'8"", '203 cm']","['350 lb', '158 kg']",Blue,White,Nathan Summers,No alter egos found.,"['Chosen One', 'Soldier X', 'Nathan Dayspring', ""Askani'son"", 'Nathan Dayspring Summers', 'Nathan Winters', 'The Traveller', 'The Saviour']",Unrevealed location in the 20th Century United States,New Mutants #86 (as Cable),Marvel Comics,good,"(current) Adventurer, (former) freedom fighter, United States government agent, mercenary, combat instructor for X-Force","The Xavier Institute, Salem Center, Westchester County, New York","X-Force, (former) X-Men, Clan Askani, Clan Chosen, Six Pack (formerly Wild Pack II)","Scott Summers (Cyclops, father), Madelyne Pryor-Summers (Goblin Queen, mother, deceased), Jean Grey (Phoenix, stepmother), Alexander Summers (Havok, uncle), Christopher Summers (Corsair, paternal grandfather), Katherine Anne Summers (paternal grandmother, deceased), Philip Summers (great-grandfather), Deborah Summers (great-grandmother), Jenskot (Aliya, wife, deceased), Tyler (Genesis, son, deceased), Stryfe (clone, deceased), Gabriel Summers (Vulcan, uncle)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/145-cable.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/145-cable.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/145-cable.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/145-cable.jpg
103,146,Callisto,146-callisto,63,53,23,42,52,85,Female,,"[""5'9"", '175 cm']","['165 lb', '74 kg']",Blue,Black,Callisto,No alter egos found.,['-'],-,X-MEN (first series) #169,Marvel Comics,bad,-,"The Xavier Institute, Salem Center, Westchester County, New York State, (former) The Alley (beneath Manhattan's surface), X-Factor I's sentient starship","Excalibur, Morlocks, Gene Nation",-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/146-callisto.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/146-callisto.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/146-callisto.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/146-callisto.jpg
104,147,Cameron Hicks,147-cameron-hicks,50,10,23,28,51,70,Male,Alpha,"['-', '0 cm']","['- lb', '0 kg']",-,-,,No alter egos found.,['-'],-,-,SyFy,good,-,-,Alphas,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/147-cameron-hicks.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/147-cameron-hicks.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/147-cameron-hicks.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/147-cameron-hicks.jpg
105,148,Cannonball,148-cannonball,50,28,67,99,94,56,Male,,"[""6'0"", '183 cm']","['181 lb', '81 kg']",Blue,Blond,Samuel Zachery Guthrie,No alter egos found.,"['Formerly Samson Guthry', 'Sam Guthrie', 'Jet-Ass']","Cumberland County, Kentucky",Marvel Graphic Novel #4 (1982),Marvel Comics,good,"Adventurer, peacekeeper, former student, mercenary, miner",-,"X-Men, formerly X.S.E., Mutant Liberation Front, X-Treme X-Men, X-Corporation, X-Force, New Mutants, Hellions, Hellfire Club","Thomas Zebulon (father, deceased), Lucinda (mother), Lucas Bartholemew (uncle), Paige (Husk, sister), Joshua ""Jay"" (Icarus, brother, deceased), Joelle (sister), Elizabeth (sister), Melody (Aero, sister), Jebediah (brother), Lewis (brother), two other unnamed siblings, Ray Jr. (adopted brother)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/148-cannonball.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/148-cannonball.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/148-cannonball.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/148-cannonball.jpg
106,149,Captain America,149-captain-america,69,19,38,55,60,100,Male,Human,"[""6'2"", '188 cm']","['240 lb', '108 kg']",blue,blond,Steve Rogers,No alter egos found.,"['Nomad', 'The Captain']","Manhattan, New York City, New York",Captain America Comics #1 (March 1941),Marvel Comics,good,"Adventurer, federal official, intelligence operative; former soldier, Hydra agent, liaison between S.H.I.E.L.D. and the Avengers, police officer, teacher, sparring partner.",New York City,"Secret Avengers (Black OPS Unit Formerly,The Avengers, Secret Avengers (Civil War), New Avengers, formerly The Invaders, Secret Defenders The Redeemers; formerly partner of Bucky, Golden Girl, Rick Jones, Falcon, Demolition-Man and Nomad (Jack Monroe)","Joseph (father, deceased), Sara (mother, deceased), Ian Zola (Nomad) (adopted son)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/149-captain-america.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/149-captain-america.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/149-captain-america.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/149-captain-america.jpg
107,150,Captain Atom,150-captain-atom,81,93,83,90,100,80,Male,Human / Radiation,"[""6'4"", '193 cm']","['200 lb', '90 kg']",Blue,Silver,Nathaniel Adam,No alter egos found.,"['Monarch', 'Allen Adam', 'Cameron Scott']",-,Captain Atom #1,DC Comics,good,Former Soldier,-,"Justice League, Extreme Justice, Super Buddies, Living Assault Weapons, Monarch's Army, United States Air Force","Angela Adam Eiling (wife, deceased), Peggy Eiling (daughter), Randy Eiling (son), Bette Sans Souci (ex-wife, divorced)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/150-captain-atom.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/150-captain-atom.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/150-captain-atom.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/150-captain-atom.jpg
108,151,Captain Britain,151-captain-britain,75,77,50,60,31,80,Male,Human,"[""6'6"", '198 cm']","['257 lb', '116 kg']",Blue,Blond,Brian Braddock,No alter egos found.,"['Britannic', 'Black Bishop', 'Jungle Man', 'King of Otherworld', 'Merlinson']","Braddock Manor, England","Captain Britain #1 (October, 1976)",Marvel Comics,good,"Adventurer, formerly King of Otherworld, scientist","Lighthouse, Earth Orbit; Starlight Citadel, Otherworld; formerly Braddock Manor; Braddock Lighthouse, England; New York City (during exchange trip, specifically Peter Parker's Manhattan apartment); flat near Thames University, London","Braddock Academy, Captain Britain Corps, MI-13; formerly Excalibur, Hellfire Club (London Branch), Secret Avengers, Court of Otherworld, Knights of Pendragon's ally, Future Iron Man's Team","John Braddock (ancestor, possibly grandfather), James Braddock, Sr. (father, deceased), Lady Elizabeth Braddock (mother, deceased), James Braddock, Jr. (brother), Elizabeth Braddock (twin sister), Meggan (wife), William Puceanu (father-in-law)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/151-captain-britain.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/151-captain-britain.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/151-captain-britain.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/151-captain-britain.jpg
109,152,Captain Cold,152-captain-cold,50,10,17,20,28,20,Male,Human,"['-', '0 cm']","['- lb', '0 kg']",Brown,Brown,Leonard Snart,No alter egos found.,"['Citizen Cold', 'Kid Kold', 'Len Snart', 'Leonard Snart', 'Leonards Wynters', 'The Man Who Mastered Absolute Zero']",-,"Flash Vol 4 #6 (April, 2012)",DC Comics,neutral,Professional Criminal,-,"Justice League, Rogues; formerly Secret Society of Super-Villains, Injustice League",Lisa Snart (sister),https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/152-captain-cold.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/152-captain-cold.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/152-captain-cold.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/152-captain-cold.jpg
110,154,Captain Hindsight,154-captain-hindsight,25,10,83,30,10,20,Male,Human,"['-', '0 cm']","['- lb', '0 kg']",-,Black,Jack Brolin,No alter egos found.,['-'],-,"South Park S14 E11 ""Coon 2: Hindsight""",South Park,good,Former Superhero; News Reporter,-,-,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/154-captain-hindsight.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/154-captain-hindsight.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/154-captain-hindsight.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/154-captain-hindsight.jpg
111,156,Captain Marvel,156-captain-marvel,88,100,88,95,100,75,Male,Human,"[""6'4"", '193 cm']","['225 lb', '101 kg']",Blue,Black,Billy Batson,No alter egos found.,"[""The World's Mightiest Mortal"", 'The Big Red Cheese', 'Captain Thunder', 'Shazam']","Fawcett City, United States",Whiz Comics no. 2 (1940),DC Comics,good,-,-,"Marvel Family, Justice Society of America","C.C. Batson (father, deceased), Marilyn Batson (mother, deceased), Ebenezer Batson (uncle), Mary Batson (Mary Marvel, sister)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/156-captain-marvel.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/156-captain-marvel.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/156-captain-marvel.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/156-captain-marvel.jpg
112,157,Captain Marvel,157-captain-marvel,84,88,71,95,100,90,Female,Human-Kree,"[""5'11"", '180 cm']","['165 lb', '74 kg']",Blue,Blond,Carol Danvers,"Binary, Warbird","['Ace', 'Binary', 'Lady Marvel', 'Warbird', 'others used during her espionage career']","Boston, Massachusetts",Ms. Marvel #1,Binary,good,"Former National Aeronautics and Space Administration security Chief, former magazine editor, former freelance writer, former military intelligence officer.",Avengers Mansion,"currently Avengers, former companion to the X-Men (as Carol Danvers), former member of the Starjammers (as Binary), Former Avenger (as Ms. Marvel)","Marie Danvers (mother), Joseph Danvers, Sr. (father), Joseph Danvers, Jr. (brother), Steve Danvers (brother, deceased), Marcus Immortus (Danvers) (""son"", deceased)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/157-captain-marvel.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/157-captain-marvel.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/157-captain-marvel.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/157-captain-marvel.jpg
113,158,Captain Marvel II,158-captain-marvel-ii,75,81,27,90,34,56,Male,Human,"[""5'9"", '175 cm']","['165 lb', '74 kg']",Blue,Black,Frederick Christopher Freeman,No alter egos found.,"['Captain Marvel Jr.', 'CM3']",-,"Current incarnation: (As Freddy Freeman) The Power of Shazam #3 (May, 1995)",DC Comics,good,Adventurer,Primarily Fawcett City.,"Marvel Family, formerly Outsiders and Teen Titans.","parents, deceased, Jacob Freeman (granfather, deceased), Timothy Karnes (Sabbac, foster brother, deceased)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/158-captain-marvel-ii.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/158-captain-marvel-ii.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/158-captain-marvel-ii.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/158-captain-marvel-ii.jpg
114,160,Captain Planet,160-captain-planet,50,88,75,80,100,60,Male,God / Eternal,"['-', '0 cm']","['- lb', '0 kg']",Red,Green,,No alter egos found.,"['The Captain', 'CP', 'Planet']",-,Captain Planet and the Planeteers (TV Series),Marvel Comics,good,-,-,The Planeteers,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/160-captain-planet.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/160-captain-planet.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/160-captain-planet.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/160-captain-planet.jpg
115,162,Carnage,162-carnage,63,63,70,84,88,90,Male,Symbiote,"[""6'1"", '185 cm']","['190 lb', '86 kg']",Green,Red,Cletus Kasady,No alter egos found.,"['Mass Carnage', '999th']",-,"Amazing Spider-Man #344 (February, 1991)",Marvel Comics,bad,-,New York City,"Maximum Carnage: (Carrion, Shriek, Demogoblin, Doppelganger)","Venom (""father""); Shriek (""wife""); Hybrid, Lasher, Phage, Riot (""brothers""); Agony, Scream (""sisters""); Carrion, Demogoblin, Doppelganger, Toxin (""sons""); Scorn (""Daughter"")",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/162-carnage.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/162-carnage.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/162-carnage.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/162-carnage.jpg
116,165,Catwoman,165-catwoman,69,11,33,28,27,85,Female,Human,"[""5'9"", '175 cm']","['135 lb', '61 kg']",Green,Black,Selina Kyle,No alter egos found.,"['The Cat', 'Irena Dubrovna', 'Elva Barr', 'Sadie Kelowski', 'Madame Moderne', 'Marguerite Tone']",Gotham City,Detective Comics #569,DC Comics,good,Thief,Gotham City,"Batman Family, Outsiders; formerly Birds of Prey, Injustice League, Secret Society of Super-Villains","Brian Kyle (father, deceased), Maria Kyle (mother, deceased), Maggie Kyle (sister), Helena Kyle (daughter)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/165-catwoman.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/165-catwoman.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/165-catwoman.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/165-catwoman.jpg
117,167,Century,167-century,88,80,53,64,100,100,Male,Alien,"[""6'7"", '201 cm']","['215 lb', '97 kg']",White,White,,No alter egos found.,['-'],-,"Force Works #1 (July, 1994)",Marvel Comics,good,"Tracker, adventurer",-,Force Works,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/167-century.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/167-century.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/167-century.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/167-century.jpg
118,169,Chamber,169-chamber,50,10,20,80,57,64,Male,Mutant,"[""5'9"", '175 cm']","['140 lb', '63 kg']",Brown,Brown,Jonothon Evan Starsmore,No alter egos found.,"['Decibel', 'Jono', 'Jono Hex']",United Kingdom,"Generation X #1 (November, 1994)",Marvel Comics,good,Adventurer,"Utopia; formerly New Warriors HQ; Xavier Institute for Higher Learning, Salem Center, Westchester County, New York; Massachusetts Academy, Snow Valley, Massachusetts",X-Men; formerly New Warriors; Clan Akkaba; Weapon X; Generation X,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/169-chamber.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/169-chamber.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/169-chamber.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/169-chamber.jpg
119,170,Chameleon,170-chameleon,88,10,12,28,28,28,Male,,"['-', '0 cm']","['- lb', '0 kg']",-,-,Dmitri Anatoly Smerdyakov Kravinoff,No alter egos found.,"['Dr. Ashley Kafka', 'Dr. Turner', 'J. Jonah Jameson', 'Torpedo', 'Rick Jones', 'Dr. Henry Pym', 'Peter Parker', 'Captain George Stacy', 'Dr. Robert Bruce Banner', 'General']",Russia,Amazing Spider-Man #1,DC Comics,bad,-,-,"The Exterminators; formerly Sinister Six, Sinister Twelve","Kravinoff Patriarch (father, deceased), mother (unnamed), Sergei Kravinoff (Kraven I, half-brother, deceased), Vladimir Kravinoff (The Grim Hunter, nephew, deceased), Alyosha Kravinoff (Kraven the Hunter, nephew), Ned Tannengarden (nephew, deceased)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/170-chameleon.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/170-chameleon.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/170-chameleon.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/170-chameleon.jpg
